url,address,avg_price,business_id,businesss_name,comment_counts,cuisine,five_starts_count,four_starts_count,lat,lng,one_start_count,region,shopEnvironment,shopService,shopTaste,starts_avg,three_starts_count,two_starts_count,...
http://www.dianping.com/shop/23046519,武汉生物工程学院校内西区商业街9号,35,23046519,"
老兵烧烤麻辣烫









添加分店
",1,小吃快餐,1,0,14.52292,114.52292,0,新洲区,7.0,7.0,7.0,3,0,0,{}
http://www.dianping.com/shop/17696212,龙阳大道人信汇商业广场1楼,44,17696212,"
周黑鸭(汉阳人信汇店)
",360,卤味,271,54,30.55029,114.20437,6,汉阳区,8.5,8.3,8.6,4,25,4,{}
http://www.dianping.com/shop/5272792,红旗渠路178附27号,44,5272792,良品铺子(新华家园二店),19,小吃快餐,15,2,30.62082,114.27088,0,东西湖区,7.4,7.4,7.5,3,2,0,{}
http://www.dianping.com/shop/5546944,天河街天河国际机场T2航站楼F3层,63,5546944,"
西堤岛咖啡(机场店)









添加分店
",31,咖啡厅,2,4,30.77027,114.21046,7,黄陂区,6.9,6.7,6.6,3,13,5,{}
http://www.dianping.com/shop/21239424,"大南街188号,在万年青体育马路对面往北100米左右,南极大地往北20米",13,21239424,"
豪大大鸡排
",30,小吃快餐,17,7,30.87281,114.38032,0,黄陂区,7.3,7.3,7.3,3,6,0,{}
http://www.dianping.com/shop/20698687,湖北经济学院拓创,46,20698687,"
寻味外卖
",72,湖北菜,24,24,30.41924,114.42985,5,江夏区,7.1,7.0,7.1,3,15,4,{}
http://www.dianping.com/shop/23543081,纸坊街江夏新兴街154号,21,23543081,"
周黑鸭(江夏兴新街店)
",89,卤味,65,19,30.34797,114.31452,0,江夏区,7.5,7.5,7.6,3,4,1,{}
http://www.dianping.com/shop/69334567,北华街九全嘉广场4楼电玩对面,53,69334567,"
吉兆创意日本料理









添加分店
",87,日本料理,78,7,30.35797,357971456,0,江夏区,8.0,8.1,7.9,4,1,1,{}
http://www.dianping.com/shop/18813040,古田四路与南泥湾大道交汇处江城壹号17号楼(101室),49,18813040,"
亲吧·那些年音乐烧烤吧(江城壹号店)
",466,烧烤,246,107,14.21255,114.21255,17,硚口区,8.2,8.1,7.8,4,71,25,{}
http://www.dianping.com/shop/5943640,绿缘路56号(解放公园路旁),28,5943640,"
青咖咖啡厅
",95,咖啡厅,58,19,30.60270,114.29800,0,江岸区,7.4,7.6,7.3,3,14,4,{}
http://www.dianping.com/shop/59421369,梁山头商业街101号,10,59421369,"
正新鸡排(武俊店)









添加分店
",35,小吃快餐,22,9,30.42112,114.43175,1,江夏区,7.4,7.3,7.6,3,3,0,{}
http://www.dianping.com/shop/23171403,巨龙大道100号名流人和(中百仓储入口处),10,23171403,"
楚王爷(盘龙城店)









添加分店
",2,小吃快餐,1,1,30.70883,114.27506,0,黄陂区,7.0,7.0,7.0,3,0,0,{}
http://www.dianping.com/shop/19802739,常青路168号中百仓储一楼,19,19802739,"
廖记棒棒鸡(常青中百店)
",210,小吃快餐,144,57,30.62544,114.23979,1,江汉区,7.9,7.7,7.8,4,6,2,{}
http://www.dianping.com/shop/24787861,和平大道959号武商众圆广场5层,62,24787861,若爱猪肚鸡(武商众圆广场店),314,火锅,161,81,30.62602,114.37713,9,青山区,8.0,7.5,7.6,4,51,12,{}
http://www.dianping.com/shop/2825047,钢都花园A3区50栋,18,2825047,"
廖记棒棒鸡(钢都花园店)
",306,小吃快餐,209,69,30.61342,114.36831,4,青山区,8.3,8.2,8.2,4,22,2,{}
http://www.dianping.com/shop/68956336,和平大道众圆广场5楼,63,68956336,ki香港茶餐厅(青山众圆店),301,粤菜,162,90,30.62643,114.37752,7,青山区,8.7,8.4,8.6,4,34,8,{}
http://www.dianping.com/shop/25046297,奥山世纪城3号门对面,55,25046297,屋头串串香(奥山世纪城店),333,火锅,248,49,30.61909,114.36041,8,青山区,8.9,9.0,9.0,5,22,6,{}
http://www.dianping.com/shop/19322510,和平大道园林巷路特一号奥山世纪城公交车站旁20米(奥山世纪广场对面),57,19322510,娥翅王(奥山世纪城店),298,川菜,159,79,30.61590,114.36326,11,青山区,7.7,7.9,8.2,4,36,13,{}
http://www.dianping.com/shop/32171757,红钢城二十四街路口(厨林泥鳅煲旁，原老街烧烤),54,32171757,重庆里瓦缸果木烤鱼(建七分店),303,火锅,228,51,30.63519,114.40035,5,青山区,9.0,9.0,9.0,5,18,1,{}
http://www.dianping.com/shop/9000796,沿港路10号,25,9000796,仟吉西饼(沿港路店),350,面包甜点,286,47,30.63768,114.40314,2,青山区,8.2,8.2,8.2,4,14,1,{}
http://www.dianping.com/shop/21144755,和平大道959号武商众圆广场5层,40,21144755,多利亚意式欢乐餐厅(武商众圆广场店),354,西餐,141,90,30.62661,114.37766,39,青山区,7.3,6.9,7.0,3,58,26,{}
http://www.dianping.com/shop/5466450,青扬十街商业二区2-33(中信银行青山支行旁),44,5466450,仟吉西饼(青山建七店),350,面包甜点,264,64,30.63888,114.40035,4,青山区,8.4,8.3,8.4,4,16,2,{}
http://www.dianping.com/shop/22303359,二十五街菜市场2号,23,22303359,"
紫燕百味鸡(25街)
",299,卤味,222,49,30.63311,114.39767,1,青山区,8.4,8.3,8.5,4,23,4,{}
http://www.dianping.com/shop/18239224,武东中百仓储对面(智仁大药房旁),15,18239224,华莱士(武东店),318,小吃快餐,212,67,30.57848,114.45554,7,青山区,8.0,8.0,8.0,4,26,6,{}
http://www.dianping.com/shop/9054272,祥丰路44号(近建设一路),15,9054272,"
紫燕百味鸡(建设一路店)
",316,卤味,226,78,30.61422,114.37910,0,青山区,8.1,8.1,8.1,4,9,3,{}
http://www.dianping.com/shop/21243562,和平大道959号武商众圆广场B1层,21,21243562,圣安德鲁(武商众圆广场店),322,面包甜点,211,80,30.62548,114.37629,0,青山区,8.1,8.1,8.1,4,26,5,{}
http://www.dianping.com/shop/21376099,和平大道819号奥山世纪城B1层,16,21376099,川渝味自助快餐(奥山世纪城店),320,自助餐,179,100,30.61646,114.36200,7,青山区,7.9,7.7,7.9,4,27,7,{}
http://www.dianping.com/shop/27429043,青山工业三路天伦107公馆S1-18,16,27429043,皇冠蛋糕(工业三路店),309,面包甜点,241,52,30.62496,114.40005,2,青山区,8.7,8.4,8.6,4,12,2,{}
http://www.dianping.com/shop/65944515,平江大道610号,19,65944515,"
紫燕百味鸡(平江大道店)









其它15家分店
",1,小吃快餐,1,0,30.64634,114.58314,0,新洲区,7.0,7.0,7.0,3,0,0,{}
http://www.dianping.com/shop/66913112,五七虾皇对面,17,66913112,渝味重庆麻辣烫,1,小吃快餐,1,0,30.66366,114.56771,0,新洲区,7.1,7.1,7.1,3,0,0,{}
http://www.dianping.com/shop/58446916,阳光大道中商平价1楼外围,15,58446916,雪帝雪冰,1,面包甜点,1,0,30.66357,114.56772,0,新洲区,6.9,6.9,6.9,3,0,0,{}
http://www.dianping.com/shop/65361102,阳光大道阳逻街平江西路3号阳逻四小旁,12,65361102,李功夫中华鸡排(阳逻店),1,小吃快餐,1,0,30.66043,114.56501,0,新洲区,7.1,7.1,7.1,3,0,0,{}
http://www.dianping.com/shop/18134247,汉南大道丽红超市购物购物广场一层,29,18134247,"
皇冠蛋糕(汉南大道店)
",191,面包甜点,140,33,30.30727,114.07997,2,汉南区,7.6,7.6,7.6,3,14,2,{}
http://www.dianping.com/shop/21314417,百秀街92号,14,21314417,"
华莱士(百秀街店)
",655,小吃快餐,451,114,30.87945,114.37343,15,黄陂区,7.8,7.7,7.9,4,54,21,{}
http://www.dianping.com/shop/18274452,前川板桥大道96号,20,18274452,"
紫燕百味鸡(板桥店)
",272,卤味,208,45,30.87242,114.37513,2,黄陂区,7.8,7.8,7.8,4,12,5,{}
http://www.dianping.com/shop/50563593,花楼街宝利金国际广场3楼C区,36,50563593,"
花樽坊西餐厅









添加分店
",92,西餐,10,20,30.57630,114.29228,7,江岸区,6.7,6.6,6.3,3,41,14,{}
http://www.dianping.com/shop/6453690,汉阳大道七里生鲜市场门面(汉阳大道 七里庙),18,6453690,"
紫燕百味鸡(七里庙店)
",279,卤味,207,55,30.55547,114.23761,3,汉阳区,8.4,8.5,8.5,4,13,1,{}
http://www.dianping.com/shop/18274451,前川百秀街2号,17,18274451,"
紫燕百味鸡(百秀店)
",383,卤味,299,65,30.87512,114.37321,0,黄陂区,8.4,8.4,8.4,4,16,3,{}
http://www.dianping.com/shop/21335406,赵家条永清路61号,118,21335406,"
仟吉吉客送
",1153,面包甜点,919,170,30.61451,114.29840,16,江岸区,8.5,8.5,8.5,4,40,8,{}
http://www.dianping.com/shop/2669926,汉阳大道683号,27,2669926,"
周黑鸭(王二店)
",291,卤味,209,50,30.56078,560780000,2,汉阳区,7.8,7.8,8.0,4,22,2,{}
http://www.dianping.com/shop/4523945,黄陂大道387号黄陂广场E楼(KFC旁),22,4523945,"
周黑鸭(黄陂广场店)
",298,卤味,223,55,30.88072,114.37483,1,黄陂区,8.2,8.1,8.3,4,17,2,{}
http://www.dianping.com/shop/5589311,盘龙大道51号百联奥特莱斯D区(近奥特莱斯公交总站),39,5589311,"
味千拉面(盘龙大道店)
",485,小吃快餐,264,117,30.73189,114.25656,22,黄陂区,7.5,7.4,7.4,3,66,16,{}
http://www.dianping.com/shop/23251417,珞瑜路726号光谷步行街光谷德国风情街3层(飞机餐厅楼上，楼下3F),68,23251417,小鸡BB椰子鸡(光谷德国风情街店),816,火锅,392,240,30.50054,114.40963,26,洪山区,8.5,8.5,7.9,4,131,27,{}
http://www.dianping.com/shop/19298736,关山大道光谷软件园(光谷天地),63,19298736,亮亮烧烤(光谷软件园店),3190,烧烤,1874,904,30.47353,114.40829,72,洪山区,8.5,8.3,8.4,4,268,72,{}
http://www.dianping.com/shop/19326789,珞瑜路726号光谷步行街光谷德国风情街1层(大恐龙旁),64,19326789,咖啡之翼（硒鄉情）(光谷德国风情街店),811,西餐,460,209,30.50067,114.40911,17,洪山区,8.5,8.5,7.8,4,98,27,{}
http://www.dianping.com/shop/6425482,解放大道358-352号门口,19,6425482,"
紫燕百味鸡(仁寿路店)
",456,卤味,324,98,30.57516,114.24411,3,硚口区,8.2,8.0,8.3,4,23,8,{}
http://www.dianping.com/shop/20700681,六顺路191号,17,20700681,煲仔饭娶石锅饭(中百仓储店),12,小吃快餐,5,2,30.61971,114.13297,0,东西湖区,6.9,7.0,7.0,3,3,2,{}
http://www.dianping.com/shop/23075329,荟聚购物中心(近轻轨竹叶海站),16,23075329,米多妙飘香鸡排,416,小吃快餐,254,108,30.61767,114.16821,1,硚口区,7.9,8.0,7.8,4,44,9,{}
http://www.dianping.com/shop/64660710,木兰天池景区朱家山寨第二排,62,64660710,"
木兰天池朱大哥农家饭庄









添加分店
",1,湖北菜,0,0,31.17642,114.26739,1,黄陂区,6.7,6.7,6.7,3,0,0,{}
http://www.dianping.com/shop/21774431,生物工程学院商业街菜市场旁,15,21774431,"
金刚米线









添加分店
",1,小吃快餐,0,1,30.70887,114.52744,0,新洲区,7.2,7.0,7.0,3,0,0,{}
http://www.dianping.com/shop/27128303,黄陂大道387号黄陂广场2层(电影院出口处),7,27128303,"
好久不见(黄陂广场店)
",26,面包甜点,19,2,30.87989,114.37552,0,黄陂区,7.4,7.2,7.3,3,4,1,{}
http://www.dianping.com/shop/18239201,红钢城建设六路钢城三中旁,18,18239201,华莱士(建设六路店),148,小吃快餐,100,32,30.63948,114.39276,5,青山区,7.5,7.5,7.5,3,8,3,{}
http://www.dianping.com/shop/4595317,汉正街多福路第一大道4号天桥附近,66,4595317,忆香园时尚餐厅,14,湖北菜,5,5,30.56466,114.27638,0,硚口区,6.9,6.8,7.2,3,3,1,{}
http://www.dianping.com/shop/3431407,海寿街25号,17,3431407,樱花糕坊(海寿街店),1056,面包甜点,673,304,30.59265,114.30004,2,江岸区,7.8,7.7,8.4,4,58,12,{}
http://www.dianping.com/shop/17919230,珞瑜路光谷步行街光谷世界城D区4楼,61,17919230,夫子识鱼(光谷店),1469,川菜,718,337,30.50583,114.40262,108,洪山区,7.7,7.5,7.3,3,219,87,{}
http://www.dianping.com/shop/24964688,中百仓储二楼,44,24964688,"
良品铺子(汉南一店)
",23,小吃快餐,18,2,30.31159,114.08497,0,汉南区,7.5,7.4,7.5,3,3,0,{}
http://www.dianping.com/shop/69312713,武胜路武胜人信汇负一楼,20,69312713,"
斯味可小吃店
",45,小吃快餐,36,5,30.57156,114.26812,0,硚口区,8.1,8.4,8.2,4,4,0,{}
http://www.dianping.com/shop/9000729,水果湖路188-1一楼,19,9000729,仟吉西饼(水果湖步行街店),178,面包甜点,129,32,30.54704,114.34653,5,武昌区,7.8,7.8,7.9,4,10,2,{}
http://www.dianping.com/shop/17167304,古田四路与南泥湾大道交汇(江城壹号),33,17167304,麦披萨,186,,126,42,30.59777,114.21150,3,硚口区,7.9,8.1,7.9,4,14,1,{}
http://www.dianping.com/shop/18079740,江汉一路欧利新天地美食广场一楼的中间(靠近：咖啡陪你、星巴克、中心百货、璇宫饭店、老街烧烤、甜蜜蜜),55,18079740,双鱼岛•炭烧烤鱼餐厅(江汉路店),1729,川菜,839,527,30.58095,114.28946,63,江汉区,8.4,7.7,7.7,4,233,67,{}
http://www.dianping.com/shop/59399621,宁康路湘隆时代商业中心A区8栋10号,12,59399621,3Q印超鸡,25,小吃快餐,19,4,30.49687,114.16849,0,蔡甸区,7.7,7.7,7.7,3,2,0,{}
http://www.dianping.com/shop/18687423,黄浦路68号上东汇1楼,21,18687423,真功夫(上东汇店),245,小吃快餐,126,60,30.61446,114.31042,12,江岸区,7.7,7.6,7.5,3,39,8,{}
http://www.dianping.com/shop/5116383,建设七路好又多超市前100米(双洞旁),18,5116383,罗莎蛋糕(红钢城店),133,面包甜点,94,24,30.63666,114.40070,6,青山区,7.6,7.6,7.7,4,7,2,{}
http://www.dianping.com/shop/9967576,仁寿路116号(近仁寿路小学),63,9967576,"
周周龙虾
",201,海鲜,122,48,30.57385,114.24531,8,硚口区,7.7,7.7,8.3,4,19,4,{}
http://www.dianping.com/shop/21346163,和平大道959号武商众圆广场B1层(建设二路与和平大道北30米),12,21346163,七合丰麻辣烫(武商众圆广场店),147,小吃快餐,100,27,30.62562,114.37683,3,青山区,7.7,7.7,7.8,4,15,2,{}
http://www.dianping.com/shop/561275,中山大道(近山海关路，距黄浦路站约507米),49,561275,新疆阿迪力烧烤(中山大道店),242,烧烤,25,42,30.60373,114.30708,9,江岸区,6.0,6.3,7.1,3,36,9,{}
http://www.dianping.com/shop/18767947,黄孝河路136号与江大路交叉处交通银行旁(百佳超市对面),24,18767947,萨路德披萨(黄孝河路店),727,西餐,411,181,30.61772,114.28620,23,江岸区,8.2,7.8,8.0,4,85,27,{}
http://www.dianping.com/shop/23122936,长风路华生汉口城市广场团结佳兴园西侧12号,10,23122936,牛牛牛面馆,46,小吃快餐,32,9,30.61390,114.20715,2,硚口区,7.4,7.4,7.4,3,3,0,{}
http://www.dianping.com/shop/66855744,武胜路人信.武胜里A1区2楼,61,66855744,烫锅鲜砂锅串串(武胜路店),199,火锅,109,60,30.57259,114.26782,5,硚口区,8.8,8.4,8.4,4,21,4,{}
http://www.dianping.com/shop/58970825,和平大道青山百货4楼,60,58970825,江南金草帽烤肉料理自助餐厅(青山百货店),142,自助餐,94,28,30.63932,114.40347,3,青山区,8.0,7.6,7.7,3,8,9,{}
http://www.dianping.com/shop/28611077,江城大道388号永旺梦乐城1层(3号门),108,28611077,Madrid马德里人西班牙餐吧(永旺梦乐城店),344,西餐,189,100,30.50493,114.20638,8,汉阳区,9.1,9.0,8.2,4,39,8,{}
http://www.dianping.com/shop/15090077,公安路与京汉大道交汇处中城国际项目一层,67,15090077,必胜客(公安路店),268,西餐,178,36,30.59500,114.29851,22,江岸区,8.9,8.4,8.5,4,25,7,{}
http://www.dianping.com/shop/2591308,天河机场T2航站楼1楼到达厅6号门内,59,2591308,"
武汉机场星阳舫中餐厅









添加分店
",25,其他,4,6,30.77000,114.21079,4,黄陂区,6.7,6.8,6.8,3,9,0,{}
http://www.dianping.com/shop/23050779,吴家山竹叶海长宜路1号武汉荟聚中心4层(轻轨一号线竹叶海旁),21,23050779,gaga蹦猪(武汉荟聚中心店),201,面包甜点,112,64,30.61798,114.16822,4,硚口区,7.6,7.7,7.6,3,17,4,{}
http://www.dianping.com/shop/24967916,武胜路55号(凯德广场旁边),44,24967916,"
良品铺子(江汉一桥店)
",45,小吃快餐,34,5,30.56446,114.26728,2,硚口区,7.4,7.2,7.4,3,2,2,{}
http://www.dianping.com/shop/2125927,台北路216号(杂技厅附近 小蓝鲸正对面),74,2125927,顺风汤馆(台北路店),720,粤菜,362,207,30.60012,114.27723,24,江岸区,8.7,8.1,8.1,4,79,19,{}
http://www.dianping.com/shop/67867740,兰陵路苏荷酒吧旁界立方二期,81,67867740,炭烤家,306,烧烤,192,93,30.58483,114.30143,4,江岸区,9.0,9.0,9.0,5,15,2,{}
http://www.dianping.com/shop/5443088,罗七南路特1号102号(麒麟商场旁),27,5443088,"
周黑鸭(麒麟路店)
",357,卤味,246,78,30.55641,114.22743,3,汉阳区,8.1,8.1,8.2,4,27,3,{}
http://www.dianping.com/shop/69674614,黄陂大道387号黄陂广场1层,59,69674614,豪客来(黄陂广场店),26,西餐,19,4,30.88031,114.37485,2,黄陂区,7.4,7.2,7.3,3,1,0,{}
http://www.dianping.com/shop/2747245,工业四路恩施街29号(钢城十二中旁),34,2747245,钢花食堂(巴蜀风店),135,湖北菜,52,37,30.62143,114.40464,5,青山区,6.9,7.1,7.2,3,27,10,{}
http://www.dianping.com/shop/19344895,南泥湾大道江城壹号A3-10号,26,19344895,皇冠蛋糕(江城一号店),199,面包甜点,156,34,30.59847,114.21172,0,硚口区,8.2,8.1,8.1,4,7,2,{}
http://www.dianping.com/shop/14183572,经济开发区东风三路东合中心11号(泰合百花园、江汉大学、),45,14183572,"
Cafe",25,咖啡厅,12,6,30.50735,114.16269,4,蔡甸区,7.3,6.7,6.9,3,1,2,{}
http://www.dianping.com/shop/13893845,中山大道武汉天地丹青宴对面(丹青宴对面),30,13893845,BoboBakery(武汉天地店),726,面包甜点,429,196,30.60798,114.31076,16,江岸区,7.9,7.8,8.0,4,75,10,{}
http://www.dianping.com/shop/6245825,解放大道二七路口东部购物公园C3区(肯德基背后),38,6245825,鼎味好吃佬焖锅(东部购物公园店),168,火锅,96,42,30.62343,114.31713,4,江岸区,7.6,7.7,7.6,4,18,8,{}
http://www.dianping.com/shop/16982623,沿江大道182号江城明珠豪生大酒店2楼,137,16982623,江城明珠豪生大酒店咖啡厅,164,自助餐,77,46,30.59053,114.30449,4,江岸区,7.6,7.5,7.3,3,23,14,{}
http://www.dianping.com/shop/75131228,京汉大道循礼门轻轨站B出口,75,75131228,巴蜀大宅门,170,火锅,97,40,30.58546,114.28750,9,江岸区,8.6,7.8,8.1,4,22,2,{}
http://www.dianping.com/shop/3626041,卢沟桥路38号武汉天地3期10号楼(近市二中),44,3626041,Kaldi,166,咖啡厅,53,45,30.60693,114.31179,18,江岸区,6.6,6.7,6.6,3,30,20,{}
http://www.dianping.com/shop/549318,武昌解放路488号(武昌电影院旁),10,549318,罗莎蛋糕(司门口店),178,面包甜点,54,30,30.55004,114.30062,9,武昌区,6.8,6.7,6.9,3,26,2,{}
http://www.dianping.com/shop/1916944,武昌八一路483号武汉大学工学部田园食堂旁(近工学部水生所),58,1916944,田园小观园,1830,湖北菜,919,552,30.54226,114.35741,35,武昌区,8.2,8.2,8.4,4,163,17,{}
http://www.dianping.com/shop/17164544,光谷步行街三期意大利风情街5号楼4层,59,17164544,江南金草帽烤肉料理自助餐厅(光谷店),1376,自助餐,732,404,30.50176,114.40721,54,洪山区,8.0,8.2,8.0,4,143,43,{}
http://www.dianping.com/shop/4666933,光谷步行街内1楼CD区连廊楼梯下方,22,4666933,小胡鸭(光谷一店),1451,其他,946,344,30.50524,114.40309,16,洪山区,8.6,8.7,9.0,4,122,23,{}
http://www.dianping.com/shop/2311270,广八路34号(银海雅苑斜对面),49,2311270,楚太子烧烤(广八路店),1416,烧烤,596,428,30.52799,114.36410,65,洪山区,7.3,7.0,7.3,3,221,62,{}
http://www.dianping.com/shop/5633594,关山大道光谷天地F3区(国美电器旁一楼),64,5633594,新粤粥府(光谷天地店),1449,粤菜,602,359,30.47631,114.41100,131,洪山区,7.6,7.4,7.4,3,249,108,{}
http://www.dianping.com/shop/59394388,珞喻路珞珈创意城9楼9015室,64,59394388,北疆饭店(珞珈创意城店),1409,其他,890,351,30.52625,114.35633,25,洪山区,8.5,8.4,8.4,4,119,24,{}
http://www.dianping.com/shop/21830911,鲁巷光谷步行街DQ旁(华为旗舰店对面),13,21830911,泡沫剧(光谷步行街大洋百货店),1420,面包甜点,643,363,30.50572,114.40097,15,洪山区,7.4,7.5,7.6,4,191,38,{}
http://www.dianping.com/shop/16794419,珞喻路726号世界城广场5层,80,16794419,汉拿山烤肉(世界城广场店),1391,烧烤,659,418,30.50590,114.40505,62,洪山区,8.1,7.9,7.8,4,193,59,{}
http://www.dianping.com/shop/18261169,珞喻路光谷世界城广场负一层,63,18261169,印度玛咖(光谷店),1388,东南亚菜,613,414,30.50629,114.40578,53,洪山区,8.6,8.8,8.0,4,233,75,{}
http://www.dianping.com/shop/16985132,珞喻路726号世界城广场5层,63,16985132,川吉道创意餐厅(世界城广场店),1401,川菜,566,367,30.50631,114.40548,127,洪山区,7.5,7.2,7.2,3,250,91,{}
http://www.dianping.com/shop/4277135,鲁磨路181号国光大厦B座1楼(近朝天门火锅),55,4277135,老五烧烤(鲁磨路一店),1450,烧烤,618,494,30.51146,114.39957,63,洪山区,7.5,7.2,8.0,4,233,42,{}
http://www.dianping.com/shop/18987339,武汉市珞瑜路6号群光广场负一层,61,18987339,必胜客(新群光店),1432,西餐,643,160,30.52571,114.35536,31,洪山区,8.0,7.5,7.5,4,133,24,{}
http://www.dianping.com/shop/20630754,珞喻路35号群光广场正对面,18,20630754,杯子和糖(创意城店),1435,面包甜点,922,363,30.52626,114.35550,13,洪山区,8.6,8.4,8.4,4,118,19,{}
http://www.dianping.com/shop/21732305,丁字桥南路温馨街大华南湖公园世家3期,64,21732305,南海底平价小海鲜(南湖大华店),1375,海鲜,852,335,30.49659,114.32791,39,洪山区,8.6,8.2,8.5,4,125,24,{}
http://www.dianping.com/shop/75132934,摩尔城四楼A区1号铺。(摩尔城大厅电梯到4楼左边1号。),46,75132934,锅之恋(摩尔城店),47,火锅,28,11,30.55908,114.20707,1,汉阳区,8.6,8.7,8.2,4,5,2,{}
http://www.dianping.com/shop/66885574,前川街387号黄陂广场麦当劳餐厅,18,66885574,麦当劳(中百黄陂广场店),27,小吃快餐,11,6,30.87062,114.37812,2,黄陂区,7.5,6.9,7.5,3,5,3,{}
http://www.dianping.com/shop/23911462,长堤街生鲜市场外6—7号,21,23911462,紫燕百味鸡(长堤店),192,小吃快餐,146,31,30.56782,114.26600,1,硚口区,8.4,8.4,8.4,4,11,3,{}
http://www.dianping.com/shop/20255955,金银湖环湖路57号中部慧谷小区(中部慧谷),41,20255955,好食汇餐厅,20,湖北菜,10,5,30.67026,114.20407,1,东西湖区,7.1,7.1,7.2,3,3,1,{}
http://www.dianping.com/shop/72346731,盘龙大道51号百联奥特莱斯广场1层,42,72346731,胖二哥潮粥坊(百联奥特莱斯广场店),30,海鲜,16,7,30.73163,114.25584,3,黄陂区,7.9,7.8,7.6,3,3,1,{}
http://www.dianping.com/shop/16577543,大桥新区大花岭小区D11栋,56,16577543,味渴记海鲜烧烤,9,烧烤,1,0,30.41590,114.31181,6,江夏区,6.8,6.7,6.7,3,1,1,{}
http://www.dianping.com/shop/56577413,巨龙大道盘龙城F阳光城16-107、108号,50,56577413,土灶王(盘龙城店),30,湖北菜,21,5,30.70444,114.29076,0,黄陂区,7.7,7.7,7.6,3,3,1,{}
http://www.dianping.com/shop/24801796,民生路187号(大洋百货侧对面李二鲜鱼火锅一楼),57,24801796,老街烧烤(民生路店),352,烧烤,189,101,30.57651,114.28999,12,江汉区,7.9,7.7,7.7,4,40,10,{}
http://www.dianping.com/shop/16848055,十字东街23号,40,16848055,万家灯火酒店,7,湖北菜,3,3,30.67845,114.16311,1,东西湖区,6.9,6.9,6.9,3,0,0,{}
http://www.dianping.com/shop/1893523,汉口万松园路37号(联想客户服务中心对面),45,1893523,老成都风味庄(万松园店),356,川菜,29,99,30.58341,114.26828,28,江汉区,6.1,6.2,6.8,3,83,13,{}
http://www.dianping.com/shop/5996853,园林巷59号(近罗家桥车站),20,5996853,老汤油炸店,32,小吃快餐,13,15,30.61462,114.36391,1,青山区,6.8,7.1,7.9,3,2,1,{}
http://www.dianping.com/shop/2365150,汉口长春街98号(卢沟桥路口),46,2365150,美女私房菜雅致生活馆,84,湖北菜,3,11,30.60693,114.31046,14,江岸区,6.2,6.3,6.4,3,22,13,{}
http://www.dianping.com/shop/18720704,百步亭百街茂现代城一区二期103栋8号商铺,40,18720704,皇冠蛋糕(百步亭现代城店),277,面包甜点,198,55,30.64250,114.32327,2,江岸区,8.3,8.0,8.2,4,18,4,{}
http://www.dianping.com/shop/1950301,汉阳车城南街湘隆时代商业中心A区1栋5号,39,1950301,食尚餐厅,358,湖北菜,155,108,30.49660,114.16797,11,汉阳区,7.0,7.0,7.2,3,46,14,{}
